date,Revenue,Operating Income,Pretax Income,Income (Loss) from Cont Ops,Net Income,Net Income Avail to Common,Total Equity,Cash from Operations,Cash from Investing Activities,Cash from Financing Activities,Company,target_revenue,target_income
2019-03-31,41.798316,10.235485,9.474704,4.26926,4.538401,4.538401,474.523342,9.829915,-55.586872,45.0,REI,51.334224,17.636416
2019-06-30,51.334224,17.636416,13.377767,11.342597,8.924834,8.924834,516.063716,25.581828,-293.585536,275.975936,REI,50.339104,14.34241
2019-09-30,50.339104,14.34241,9.78591,8.858,7.3748795,7.3748795,526.744904,27.176468,-36.093752,5.93739,REI,52.231184,17.922018
2019-12-31,52.231184,17.922018,1.51192,5.026694,0.233771109375,0.233771109375,523.509938,44.028008,-37.774088,-3.848388,REI,39.570328,10.081718
2020-03-31,39.570328,10.081718,9.167353,43.80412,6.60564,6.60564,567.987848,27.537758,-24.943186,-0.067806,REI,10.636593,-8.907754
2011-03-31,251.987008,27.317,3.904,-33.431,3.7698,3.7698,2183.617984,140.622,-271.828992,130.04,RRC,282.844,94.891
2011-06-30,282.844,94.891,64.542,45.776,36.716952,36.716952,2244.926976,168.883008,521.073984,-402.799008,RRC,315.414016,90.157
2011-09-30,315.414016,90.157,45.234,33.186,26.3662,26.3662,2323.75296,138.84,-392.249984,16.455,RRC,349.478016,105.931
2011-12-31,349.478016,105.931,73.209,-2.989,46.463648,46.463648,2392.420032,161.15,-404.976,169.892,RRC,314.384992,75.797
2012-03-31,314.384992,75.797,46.421,-41.8,33.6416,33.6416,2393.088928,155.976992,-443.859008,410.688,RRC,315.787008,49.675
2012-06-30,315.787008,49.675,-5.411,55.676,-9.3851,-9.3851,2416.721024,126.969,-475.847008,226.138,RRC,357.184,60.997
2012-09-30,357.184,60.997,-0.625,-53.836,-0.35075,-0.35075,2281.827008,178.176992,-389.988,211.804,RRC,418.342016,131.649
2012-12-31,418.342016,131.649,70.372,52.962,44.8019,44.8019,2357.392,185.976,-218.864,32.989,RRC,419.662016,73.459
2013-03-31,419.662016,73.459,30.867,-75.61,24.26705,24.26705,2257.391968,201.248992,-241.004992,39.698,RRC,430.543008,128.779
2013-06-30,430.543008,128.779,105.474,143.983008,55.581048,55.581048,2385.782976,78.64,-87.087,8.537,RRC,469.433984,121.465
2013-09-30,469.433984,121.465,84.095,19.178,53.661152,53.661152,2391.001024,222.976992,-343.040992,120.035,RRC,481.436992,130.142
2013-12-31,481.436992,130.142,62.223,28.171,68.714752,68.714752,2414.452032,240.672,-312.303008,71.724,RRC,511.753984,161.694
2014-03-31,511.753984,161.694,116.293,32.521,74.650752,74.650752,2449.681056,181.220992,-276.236992,94.914,RRC,552.086976,180.878
2014-06-30,552.086976,180.878,135.39,171.388992,71.305248,71.305248,3020.174144,260.302,-236.372,-23.884,RRC,553.012992,235.122
2014-09-30,553.012992,235.122,195.934,146.418,117.814096,117.814096,3168.916992,213.415008,-359.328992,146.09,RRC,527.256992,160.364992
2014-12-31,527.256992,160.364992,121.465,284.054016,70.439952,65.654952,3457.428928,319.415008,-373.518016,54.083,RRC,437.457984,80.575
2015-03-31,437.457984,80.575,41.368,27.684,22.0407,22.0407,3489.456,210.638,-377.66,167.092992,RRC,404.617984,35.199
2015-06-30,404.617984,35.199,-133.506,-118.594,-88.003048,-88.003048,3381.414144,159.504,-327.208992,167.707008,RRC,415.857984,82.082
2015-09-30,415.857984,82.082,39.178,-300.948,7.74155,7.74155,3084.681984,145.418,-241.124992,95.676,RRC,455.892,119.611
2015-12-31,455.892,119.611,78.762,-321.827008,45.3424,45.3424,2759.65792,175.842,727.222016,-903.083008,RRC,353.971008,-18.936
2016-03-31,353.971008,-18.936,-56.675,-93.772,-42.374552,-42.374552,2671.344064,90.785,-14.893,-75.834,RRC,362.672992,-42.392
2016-06-30,362.672992,-42.392,-80.15,-224.936,-46.6579,-46.6579,2464.927072,82.416,-59.389,-23.174,RRC,401.764,21.58
2016-09-30,401.764,21.58,-24.387,-41.971,-16.578368,-16.578368,5460.812952,32.636,-92.455,59.979,RRC,590.257984,134.1
2016-12-31,590.257984,134.1,87.351,-160.708992,62.657648,62.657648,5408.36808,181.231008,-142.098,-39.361,RRC,606.916992,144.762
2017-03-31,606.916992,144.762,97.661,170.111008,60.351876,60.351876,5582.476168,225.862,-193.120992,-32.51,RRC,565.302016,72.188
2017-06-30,565.302016,72.188,24.262,69.55,15.209142,15.209142,5661.891032,185.466,-288.496992,103.006,RRC,587.515008,66.629
2017-09-30,587.515008,66.629,17.45,-127.7,10.077769,10.077769,5537.479912,189.204,-310.175008,120.98,RRC,651.062976,111.854
2017-12-31,651.062976,111.854,60.381,221.184992,33.139768,33.139768,5774.272256,215.722,-347.264,131.461,RRC,765.532992,186.435008
2018-03-31,765.532992,186.435008,134.05,49.238,93.582264,93.582264,5834.59216,370.572,-335.42,-35.073,RRC,745.198976,105.758
2018-06-30,745.198976,105.758,51.896,-79.836,38.06554,38.06554,5764.035088,174.943008,-290.220992,115.166,RRC,810.894016,133.442
2018-09-30,810.894016,133.442,78.641,48.539,58.594144,58.594144,5817.288112,229.432,-180.907008,-48.583,RRC,880.689024,131.409
2018-12-31,880.689024,131.409,82.248,-1764.422016,80.454552,80.454552,4059.431168,215.743008,111.114,-326.668992,RRC,834.702016,158.763008
2019-03-31,834.702016,158.763008,107.226,1.419,79.902568,79.902568,4062.663168,260.694,-211.959008,-48.792,RRC,689.691008,57.008
2019-06-30,689.691008,57.008,5.281,115.185,3.9664275,3.9664275,4182.2528,184.822,-163.954,-20.849,RRC,627.777024,28.057
2019-09-30,627.777024,28.057,-18.94,-27.581,-18.284,-18.284,4158.192256,103.915,574.089984,-678.158016,RRC,637.148032,62.976
2019-12-31,637.148032,62.976,18.952,-1805.319936,-62.9715,-62.9715,2347.488256,132.412,-158.699008,26.479,RRC,560.673984,46.343
2020-03-31,560.673984,46.343,-1.175,166.195008,-3.8216015,-3.8216015,2474.58816,124.506,-139.864992,15.341,RRC,502.348992,-7.378
2011-03-31,144.078,40.881,32.493,20.249,20.249,20.249,903.882992,61.815,-126.898,-1.52,SBOW,157.428,50.494
2011-06-30,157.428,50.494,41.872,26.682,26.682,26.682,950.199008,125.162,-112.849,0.221,SBOW,142.532,35.834
2011-09-30,142.532,35.834,27.395,17.007,17.007,17.007,971.49296,101.542,-117.923,0.082,SBOW,155.092992,43.461
2011-12-31,155.092992,43.461,33.344,20.672,20.672,20.672,996.508992,84.537,-92.378,243.538,SBOW,135.878,19.347
2012-03-31,135.878,19.347,5.882,3.57,3.57,3.57,1005.643008,63.783,-187.383008,-1.307,SBOW,134.756992,18.434
2012-06-30,134.756992,18.434,5.115,3.028,3.028,3.028,1013.687008,91.896,-187.086,0.072,SBOW,128.75,19.306
2012-09-30,128.75,19.306,5.544,3.122,3.122,3.122,1021.359968,68.005,-200.719008,102.693,SBOW,157.904992,36.794
2012-12-31,157.904992,36.794,20.037,11.219,11.219,11.219,1036.859968,90.922,-182.039008,89.637,SBOW,146.236992,28.388
2013-03-31,146.236992,28.388,11.586,7.209,7.209,7.209,1048.286016,62.223,-131.982,69.837,SBOW,142.466,28.015
2013-06-30,142.466,28.015,11.015,6.722,6.722,6.722,1059.590016,87.308,-126.494,50.276,SBOW,150.932992,30.479
2013-09-30,150.932992,30.479,12.984,7.359,7.359,7.359,1072.082976,76.076,-170.256,82.939,SBOW,146.008992,28.212
2013-12-31,146.008992,28.212,10.127,-41.849,6.19315,6.19315,1065.350016,85.84,-104.645,21.985,SBOW,144.18,30.156
2014-03-31,144.18,30.156,11.707,5.442,5.442,5.442,1043.647968,69.699,-105.554,32.669,SBOW,155.720992,32.308
2014-06-30,155.720992,32.308,13.659,8.038,8.038,8.038,1054.463008,100.604,-103.39,3.259,SBOW,138.794,23.672
2014-09-30,138.794,23.672,5.475,2.474,2.474,2.474,1090.348992,81.872,25.663,-99.058,SBOW,110.488,0.895
2014-12-31,110.488,0.895,-17.017,-298.169984,-10.87,-10.87,794.378,54.196,-58.02,-4.811,SBOW,68.337,-35.771
2015-03-31,68.337,-35.771,-53.999,-477.076992,-36.544,-36.544,319.434016,-0.77,-49.173,49.848,SBOW,66.169,-14.264
2015-06-30,66.169,-14.264,-33.005,-292.867008,-32.363,-32.363,28.270016,30.209,-54.878,25.004,SBOW,60.116,-13.628
2015-09-30,60.116,-13.628,-33.066,-354.588,-33.066,-33.066,-324.810048,-1.029,-21.724,29.429,SBOW,50.099,0.0
2016-03-31,34.272,-12.076,-20.142,-108.303,-50.998352,-50.998352,-960.11808,5.045,-31.719,14.996,SBOW,29.163,-12.949
2016-06-30,29.163,-12.949,-22.487,810.312,268.99264,268.99264,79.989008,-30.578,34.974,-17.884,SBOW,47.959,4.835
2016-09-30,47.959,4.835,-1.973,0.394,-1.14455,-1.14455,83.324,13.477,-15.324,0.0,SBOW,30.293,-1.737
2016-12-31,30.293,-1.737,-4.31,-7.08,-5.2795,-5.2795,76.054992,18.017,36.514,-56.675,SBOW,42.412,10.523
2017-03-31,42.412,10.523,6.774,17.71,10.6016,10.6016,134.382016,11.736,-24.347,13.114,SBOW,45.782,15.75
2017-06-30,45.782,15.75,9.488,16.241,11.85155,11.85155,151.768016,32.23,-60.863,34.439,SBOW,49.019,17.343
2017-09-30,49.019,17.343,14.424,12.884,13.885,13.885,166.121992,23.086,-55.747,38.936,SBOW,58.694,25.391
2017-12-31,58.694,25.391,22.37,25.137,24.60855,24.60855,193.458008,40.786,-60.723,14.882,SBOW,52.752,20.869
2018-03-31,52.752,20.869,14.821,8.466,13.48645,13.48645,203.827,25.156,-12.826,-19.899,SBOW,51.347,20.53
2018-06-30,51.347,20.53,10.187,2.319,8.2756,8.2756,207.443008,27.891,-50.389,28.872,SBOW,65.034,27.886
2018-09-30,65.034,27.886,16.84,7.08,14.6166,14.6166,216.204,34.977,-79.254,41.988,SBOW,88.152,47.331
2018-12-31,88.152,47.331,26.915,56.751,32.88115,32.88115,274.827008,33.549,-106.354,70.728,SBOW,72.064,32.317
2019-03-31,72.064,32.317,24.67,16.053,22.67715,22.67715,292.469,50.595,-87.924,35.74,SBOW,74.703,32.328
2019-06-30,74.703,32.328,27.313,64.704,51.54576,51.54576,358.883992,49.665,-89.15,41.942,SBOW,72.014,28.36
2019-09-30,72.014,28.36,30.466,27.651,29.05404,29.05404,388.385992,52.805,-62.283,8.995,SBOW,69.85,26.172
2019-12-31,69.85,26.172,25.066,6.248,22.78665,22.78665,395.707008,50.108,-48.511,-3.089,SBOW,53.377,11.484
2020-03-31,53.377,11.484,15.797,-5.858,12.22984,12.22984,391.100984,76.083,-52.76,10.917,SBOW,24.846,-4.692
2011-03-31,304.239008,62.332,4.091,-302.337984,-103.222352,-117.162352,1241.258888,79.662,-269.403008,192.415008,SD,346.500992,85.69
2011-06-30,346.500992,85.69,24.141,223.17,85.232248,71.351248,1796.68512,177.88,-228.208992,46.407,SD,355.939008,93.793
2011-09-30,355.939008,93.793,34.169,636.003968,183.296144,169.415152,2985.903872,64.081,-200.552,457.292992,SD,357.820992,90.147
2011-12-31,357.820992,90.147,35.352,-394.448,-95.4734,-109.3544,2548.949952,137.331008,-204.164992,-50.922,SD,256.179008,-16.485
2012-03-31,256.179008,-16.485,-80.982,-216.224,-130.316848,-144.197856,2391.058752,230.91,-343.344,32.595,SD,567.553984,81.695
2012-06-30,567.553984,81.695,-76.075,917.075968,336.928896,224.043904,4422.07776,186.796,-1120.412032,1181.534976,SD,561.768,147.652
2012-09-30,561.768,147.652,67.0,-159.752,-23.14365,-37.024648,4205.019712,166.524,-576.828992,662.912,SD,1377.181952,154.568
2012-12-31,1377.181952,154.568,71.509,-294.529984,-49.986448,-63.867448,3862.454848,208.51,-515.36,-47.484,SD,495.604992,93.481
2013-03-31,495.604992,93.481,8.182,-531.259008,-131.5822,-145.4632,3275.492288,121.457,2132.450048,-1254.940032,SD,530.048992,130.848
2013-06-30,530.048992,130.848,69.583,24.685,8.4175,-5.4635,3276.298048,263.226,-405.751008,-71.867,SD,481.107008,123.735
2013-09-30,481.107008,123.735,63.008,-65.256,2.06535,-9.8595,3185.54784,210.324,-338.409984,-45.998,SD,477.888,94.62
2013-12-31,477.888,94.62,44.122,49.097,16.89665,3.01465,3175.626688,273.623008,-317.932992,-61.284,SD,400.564992,90.539
2014-03-31,400.564992,90.539,73.081,-142.406,-2.422,-10.233,2997.53888,90.451,373.998016,-99.468,SD,289.422016,46.061
2014-06-30,289.422016,46.061,-99.756,-17.252,-85.745504,-99.626496,2930.20192,140.340992,-339.451008,-61.776,SD,397.552,126.733
2014-09-30,397.552,126.733,66.677,197.499008,72.806896,61.2061,3037.77632,164.892,-408.638016,-84.766,SD,407.492,131.513
2014-12-31,407.492,131.513,10.813,314.056992,117.053696,57.2917,3209.81984,225.43,-483.150016,-151.272992,SD,265.135008,-3.527
2015-03-31,265.135008,-3.527,-116.732,-1151.874048,-479.057696,-373.017696,2006.916928,90.095,-376.036,116.509,SD,196.603008,-40.9
2015-06-30,196.603008,-40.9,-145.460992,-1588.731008,-430.372736,-437.446752,415.572224,228.899008,-252.799008,995.696,SD,222.363008,28.026
2015-09-30,222.363008,28.026,-91.611,-796.484992,-182.260144,-191.374144,-403.269952,41.892,-100.914,-134.452992,SD,157.668992,-21.57
2015-12-31,157.668992,-21.57,-142.616992,-783.961024,-236.845856,-247.726848,-1187.733056,12.651,-309.891008,-57.314,SD,93.14,-76.229
2016-03-31,93.14,-76.229,-160.035008,-313.225984,-213.654448,-224.535456,-1753.197736,-162.644,-67.469,488.567008,SD,91.452,-21.919
2016-06-30,91.452,-21.919,-53.782,-515.911008,-215.529104,-220.969104,-2272.944296,23.603,-43.439,-40.04,SD,104.394,-1.995
2016-09-30,104.394,-1.995,13.819,-404.336992,-132.5382,-132.5382,-2675.52068,75.002,-56.782,0.294,SD,98.456,25.845
2016-12-31,98.456,25.845,41.672,-333.982016,41.663,41.663,512.916992,65.595,-39.835,-415.060992,SD,98.35,22.135
2017-03-31,98.35,22.135,21.528,50.808,31.77405,31.77405,834.908928,64.236,-81.556,-2.912,SD,108.394,27.610616
2017-06-30,108.394,27.610616,-3.35576925,23.499,7.988,7.988,864.161024,39.696,-40.828,-1.467,SD,80.892,-3.552
2017-09-30,80.892,-3.552,0.767,-8.485,9.224,9.224,858.283008,43.974,-58.826,-0.875,SD,93.206,15.130385
2017-12-31,93.206,15.130385,-6.8386155,-18.76,-20.05705,-20.05705,839.940032,33.273,-64.514,-2.964,SD,87.128,11.539
2018-03-31,87.128,11.539,23.675,-40.894,5.342,5.342,813.44,30.407,-64.572,-37.965,SD,79.462,9.874
2018-06-30,79.462,9.874,28.27,-34.074,-1.789,-1.789,780.256,25.71,-17.193,-5.715,SD,97.66,23.151
2018-09-30,97.66,23.151,22.103,11.715,10.804,10.804,792.534976,53.051,-50.557,0.0,SD,85.145,10.519
2018-12-31,85.145,10.519,-54.212,54.178,-0.995,-0.995,847.72096,36.346,-51.131,-0.044,SD,73.236,-4.116
2019-03-31,73.236,-4.116,0.155,-5.277,-0.054,-0.054,843.46,31.57,-61.587,19.707,SD,75.388,-8.081
2019-06-30,75.388,-8.081,-8.809,-13.284,-8.809,-8.809,832.141056,30.903,-61.001,30.552,SD,58.369,-17.334
2019-09-30,58.369,-17.334,-17.229,-181.602,-51.747328,-51.747328,651.243936,33.056,-46.552,9.435,SD,59.852,-3.964
2019-12-31,59.852,-3.964,-3.675,-249.142,30.84333,30.84333,402.452032,25.795,-20.709,-4.846,SD,40.329,-11.648
2020-03-31,40.329,-11.648,-18.348,-12.67,-7.472,-7.472,389.965952,18.103,-4.463,-11.867,SD,16.655,-13.448
2011-03-31,315.328992,46.621,37.035,-18.503,19.166,19.166,1212.448,156.684992,-273.023008,302.555008,SM,377.872992,139.048992
2011-06-30,377.872992,139.048992,124.726,124.533,69.873,69.873,1349.166064,213.288,-293.752,-9.75,SM,530.574016,102.16
2011-09-30,530.574016,102.16,92.815,230.096992,58.059,58.059,1587.753056,119.774,-190.128992,-0.802,SM,379.542016,65.196
2011-12-31,379.542016,65.196,53.067,-120.711,32.159,32.159,1462.94,270.784992,-508.006016,326.492,SM,377.423008,57.121
2012-03-31,377.423008,57.121,42.913,26.336,30.306,30.306,1490.424,188.052992,-331.785984,24.825,SM,304.42,27.685
2012-06-30,304.42,27.685,14.978,24.889,19.709,19.709,1527.696048,222.235008,-363.371008,141.034,SM,378.951008,21.999
2012-09-30,378.951008,21.999,3.763,-38.336,9.163,9.163,1474.041952,243.298,-388.539008,145.240992,SM,444.308,69.831
2012-12-31,444.308,69.831,51.482,-67.138,37.627,37.627,1414.466048,268.383008,-373.636992,110.996,SM,484.18,96.952
2013-03-31,484.18,96.952,79.776,16.727,56.499,56.499,1436.82496,282.292,-378.903008,90.772,SM,553.08,91.705
2013-06-30,553.08,91.705,70.148,76.522,45.093,45.093,1526.902944,314.063008,-398.887008,84.913,SM,619.323008,193.386
2013-09-30,619.323008,193.386,168.926,70.69,105.628,105.628,1586.784,404.513984,-388.583008,-15.931,SM,608.243008,171.991008
2013-12-31,608.243008,171.991008,147.452992,6.996,95.575,95.575,1606.82096,337.644992,-26.53,-29.043,SM,632.72,255.079008
2014-03-31,632.72,255.079008,230.915008,65.607,145.014,145.014,1675.41904,299.728,-345.532992,-0.008,SM,674.979968,237.272224
2014-06-30,674.979968,237.272224,211.385232,59.78,132.162,132.162,1745.952032,415.424992,-487.102016,-0.964,SM,618.785984,187.990464
2014-09-30,618.785984,187.990464,164.697456,208.938,102.829,102.829,1951.840032,359.968992,-903.350016,379.856,SM,595.227008,82.892616
2014-12-31,595.227008,82.892616,55.121616,331.726016,32.58,32.58,2286.65504,381.452992,-742.764032,361.161984,SM,401.736,-105.647
2015-03-31,401.736,-105.647,-137.723008,-53.058,-85.322,-85.322,2236.227936,283.921984,-534.457984,250.438,SM,444.262016,-23.101
2015-06-30,444.262016,-23.101,-53.855,-57.508,-39.163,-39.163,2188.306976,265.586,-112.268,-153.258,SM,368.736,-119.974
2015-09-30,368.736,-119.974,-153.104,3.114,-92.999,-92.999,2186.837056,235.340992,-288.12,52.894,SM,299.2,-185.232
2015-12-31,299.2,-185.232,-216.772,-340.257984,-136.842,-136.842,1852.401024,193.503008,-209.792992,16.111,SM,212.096992,-199.836
2016-03-31,212.096992,-199.836,-230.918,-347.209984,-149.62,-149.62,1508.415936,118.276,-189.323008,71.08,SM,291.768,-117.206
2016-06-30,291.768,-117.206,-151.236,-168.680992,-96.707904,-96.707904,1348.836,138.596992,-161.931008,23.301,SM,330.272,-46.462
2016-09-30,330.272,-46.462,-93.447,-40.907,-59.200388,-59.200388,1847.914944,158.139008,-10.564,833.073024,SM,346.239008,-37.271
2016-12-31,346.239008,-37.271,-83.497,-200.946,-43.286404,-43.286404,2497.132992,137.792,-1508.820992,399.735008,SM,335.275008,13.924
2017-03-31,335.275008,13.924,-33.255,74.434,-22.81907,-22.81907,2615.515008,134.979008,514.827008,-2.517,SM,287.854016,-35.225
2017-06-30,287.854016,-35.225,-62.564,-119.907,-37.856552,-37.856552,2501.828032,107.149,-203.463008,-3.826,SM,297.273984,-2.658
2017-09-30,297.273984,-2.658,-32.796,-89.112,-32.476122,-32.476122,2412.04096,128.482,-245.356992,-1.231,SM,340.000992,18.336
2017-12-31,340.000992,18.336,-24.215,-26.258,-13.771804,-13.771804,2394.608,-304.088992,-270.536992,-4.728,SM,384.225984,86.853
2018-03-31,384.225984,86.853,19.649,317.400992,7.544733,7.544733,2712.097088,140.135008,189.259008,0.0,SM,404.415008,92.331
2018-06-30,404.415008,92.331,15.814,17.197,16.819434,16.819434,2736.627072,171.383008,-194.978,-3.836,SM,458.583008,77.651
2018-09-30,458.583008,77.651,-0.372,-135.923008,-0.35771578125,-0.35771578125,2599.398976,229.659008,-308.240992,-360.518016,SM,392.931008,6.75
2018-12-31,392.931008,6.75,2.655,309.732,12.496661,12.496661,2920.322048,-88.423,-273.974016,-4.319,SM,340.868992,-1.951
2019-03-31,340.868992,-1.951,-45.217,-177.568,-37.88978,-37.88978,2743.22496,118.502,-242.935008,46.482,SM,406.910016,36.667
2019-06-30,406.910016,36.667,-7.612,50.388,-7.4598225,-7.4598225,2801.843008,259.928,-320.352992,66.821,SM,390.316992,4.925
2019-09-30,390.316992,4.925,-11.485,42.234,-12.443609,-12.443609,2843.750016,203.156,-215.415008,9.36,SM,451.147008,36.289
2019-12-31,451.147008,36.289,-5.169,-102.055,-4.4993985,-4.4993985,2748.994048,241.980992,-234.588,-10.894,SM,355.734016,-36.669
2020-03-31,355.734016,-36.669,-5.238,-411.895008,-5.942238,-5.942238,2341.717056,218.132,-139.306,-78.821,SM,169.540992,-136.82
2011-03-31,676.334976,232.651008,222.522,136.608992,134.615456,134.615456,3085.29312,396.479008,-515.457984,120.289,SWN,765.166016,282.542016
2011-06-30,765.166016,282.542016,276.622016,167.454,167.571648,167.571648,3306.430848,460.451008,-469.190016,4.526,SWN,767.254976,295.718016
2011-09-30,767.254976,295.718016,292.732,175.172992,176.988448,176.988448,3608.553088,443.280992,-501.676,58.439,SWN,744.150016,263.89
2011-12-31,744.150016,263.89,254.028992,158.532992,155.288192,155.288192,3969.304064,454.232,-538.465984,86.423,SWN,654.835008,184.326
2012-03-31,654.835008,184.326,176.788,107.704,106.428,106.428,4151.75904,444.663008,-555.209984,301.116992,SWN,606.076032,154.606
2012-06-30,606.076032,154.606,148.822,-405.132,91.289,91.289,3515.876992,392.727008,-546.603008,-10.807,SWN,691.726976,223.862
2012-09-30,691.726976,223.862,213.494,-54.053,132.317,132.317,3253.27904,355.087008,-442.612,64.581,SWN,777.355008,276.313984
2012-12-31,777.355008,276.313984,265.376992,-355.583008,156.671008,156.671008,3035.871936,461.464992,-362.252,-64.002,SWN,733.649024,251.96
2013-03-31,733.649024,251.96,242.406,127.515,145.988,145.988,3081.808,372.137984,-481.161984,72.945,SWN,862.0,325.0
2013-06-30,862.0,325.0,317.0,246.0,190.0,190.0,3373.595136,505.862016,-679.838016,182.055008,SWN,868.366016,309.228992
2013-09-30,868.366016,309.228992,297.892,185.867008,179.808,179.808,3519.988928,499.518016,-550.220032,43.657,SWN,907.089024,317.116992
2013-12-31,907.089024,317.116992,307.544992,144.49,175.416,175.416,3621.999936,531.009984,-504.556,-21.458,SWN,1075.000064,397.0
2014-03-31,1075.000064,397.0,385.0,194.0,231.0,231.0,3800.440064,609.0,-516.0,-97.0,SWN,1035.0,367.0
2014-06-30,1035.0,367.0,355.0,207.0,212.2,212.2,4041.999872,585.0,-608.0,24.0,SWN,928.0,286.0
2014-09-30,928.0,286.0,273.0,211.0,178.0,178.0,4293.0,580.0,-563.0,-17.0,SWN,962.0,289.615392
2014-12-31,962.0,289.615392,264.615392,312.0,185.0,185.0,4662.000064,561.0,-5600.999936,5072.999936,SWN,969.0,242.538464
2015-03-31,969.0,242.538464,190.538464,78.0,116.0,84.0,7056.999936,541.0,-1095.000064,518.0,SWN,816.0,27.538462
2015-06-30,816.0,27.538462,29.538462,-788.0,18.0,-9.0,6218.000128,399.0,265.0,-644.0,SWN,798.0,49.0
2015-09-30,798.0,49.0,49.0,-1739.000064,30.0,3.0,4437.0,287.0,-433.0,124.0,SWN,754.0,76.0
2015-12-31,754.0,76.0,40.0,-2107.000064,1.150829625,-25.84917,2281.999872,353.0,-375.0,22.0,SWN,586.0,5.0
2016-03-31,586.0,5.0,-12.0,-1132.0,-7.0,-34.0,1147.999872,92.0,-196.0,1686.0,SWN,545.0,10.0
2016-06-30,545.0,10.0,-7.0,-593.0,-7.6292515,-34.629252,572.999936,73.0,10.0,-682.0,SWN,641.0,84.0
2016-09-30,641.0,84.0,61.0,-708.0,37.140152,10.140152,1122.999808,172.0,229.0,75.0,SWN,697.0,147.0
2016-12-31,697.0,147.0,117.0,-210.0,67.259256,40.25926,916.999936,161.0,-205.0,-7.0,SWN,816.0,235.0
2017-03-31,816.0,235.0,205.0,351.0,141.482816,71.482816,1277.999872,312.0,-334.0,-19.0,SWN,772.0,147.0
2017-06-30,772.0,147.0,119.0,284.0,85.784176,25.784172,1572.999936,266.0,-272.0,-265.0,SWN,751.0,126.0
2017-09-30,751.0,126.0,93.0,77.0,59.735716,25.735714,1651.999744,211.0,-315.0,-18.0,SWN,835.0,192.0
2017-12-31,835.0,192.0,156.0,334.0,114.0,47.0,1978.999808,308.0,-331.0,-50.0,SWN,911.0,255.0
2018-03-31,911.0,255.0,215.0,208.0,162.090912,159.090912,2193.000192,364.0,-294.0,-28.0,SWN,836.0,170.0
2018-06-30,836.0,170.0,141.0,51.0,105.752808,105.752808,2249.999872,300.0,-381.0,-840.0,SWN,945.0,223.0
2018-09-30,945.0,223.0,193.0,-29.0,199.236976,199.236976,2204.999936,307.0,-320.0,-15.0,SWN,1076.0,259.0
2018-12-31,1076.0,259.0,234.0,307.0,176.0,176.0,2361.999872,252.0,1354.0,-1414.0,SWN,980.0,204.0
2019-03-31,980.0,204.0,191.0,594.0,145.0,145.0,2936.999808,442.0,-258.0,-19.0,SWN,701.0,74.0
2019-06-30,701.0,74.0,53.0,138.0,40.0,40.0,3082.000128,101.0,-302.0,-10.0,SWN,724.0,76.0
2019-09-30,724.0,76.0,57.0,49.0,39.79,39.79,3134.999936,196.0,-275.0,-47.0,SWN,813.0,145.0
2019-12-31,813.0,145.0,126.0,110.0,99.0,99.0,3246.000256,225.0,-210.0,-39.0,SWN,685.0,92.0
2020-03-31,685.0,92.0,74.0,-1547.000064,56.0,56.0,1701.000192,160.0,-228.0,68.0,SWN,530.0,20.0
2011-03-31,200.039008,66.932,64.355,39.792,41.209,40.335,438.452992,89.315,-149.104992,-1.26,TALO,234.836,91.257
2011-06-30,234.836,91.257,89.824,57.196,56.681848,55.489848,534.284992,157.216992,-117.548,-3.554,TALO,206.312,72.412
2011-09-30,206.312,72.412,71.12,51.821,49.1677,48.1917,663.77408,141.880992,-158.154,-0.294,TALO,223.616,75.281
2011-12-31,223.616,75.281,73.656,45.523,46.7463,46.1183,667.828992,182.436992,-254.443008,45.003,TALO,244.956992,85.412
2012-03-31,244.956992,85.412,80.132,50.974,51.289248,50.412248,734.905088,118.932,-106.841,213.299008,TALO,221.144992,50.74
2012-06-30,221.144992,50.74,43.501,30.547,27.0266,27.0266,832.492032,130.085,-169.916992,-0.16,TALO,227.396992,46.297
2012-09-30,227.396992,46.297,39.165,23.659,24.8368,24.2968,826.15904,124.493,-171.611008,-0.545,TALO,254.562,78.088
2012-12-31,254.562,78.088,69.769,44.246,45.326952,44.841952,872.132992,135.836,-119.916,87.42,TALO,233.732,74.049
2013-03-31,233.732,74.049,65.257,40.758,41.551648,40.781648,893.52304,146.766,-161.567008,-3.372,TALO,244.508992,68.157
2013-06-30,244.508992,68.157,60.059,39.022,38.1328,37.1178,951.036032,129.207,-163.876992,-0.125,TALO,256.684992,64.106
2013-09-30,256.684992,64.106,58.277,36.102,37.1966,36.2726,972.56304,163.536992,-146.784,-0.091,TALO,239.252992,50.349
2013-12-31,239.252992,50.349,44.725,1.752,28.0263,27.9183,970.285984,154.695008,-150.808,84.182,TALO,223.83,49.151
2014-03-31,223.83,49.151,41.644,25.943,26.33235,25.79535,985.952032,115.472,-237.232992,-6.691,TALO,207.046,19.129
2014-06-30,207.046,19.129,9.952,4.444,6.0794,5.9684,1211.544992,141.488,-232.968,222.612,TALO,177.431008,6.992
2014-09-30,177.431008,6.992,-2.562,-29.415,-2.5388,-2.5388,1215.626944,75.44,-228.53,-0.412,TALO,184.78,1.231
2014-12-31,184.78,1.231,-8.754,-190.515008,-3.7193,-3.7193,1101.603008,68.741,-173.856,-0.063,TALO,154.998,-4.282
2015-03-31,154.998,-4.282,-14.382,-327.388,-6.9952,-6.9952,762.579968,83.522,7.085,-2.991,TALO,149.524992,2.533
